"employee_id","employee_number","employee_name","preferred_name","gender","nationality","date_of_birth","age","marital_status","employment_status","employee_type","full_time_part_time","hire_date","confirmation_date","termination_date","termination_reason","length_of_service","legal_entity","business_unit","department","division","section","cost_center","position_id","position_title","job_family","job_grade","job_level","line_manager_id","line_manager_name","location","country","city","employment_category"
"BLD-100063","EMP000062","Suresh Islam","Suresh","Male","Nepali","1985-07-15","40","Single","Terminated","Temporary","Full Time","2019-07-13","2019-10-11","2025-10-30","End of Contract - Not Renewed by Employee","6.3","Baladna Q.P.S.C. (Qatar)","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 1","CC-370","POS-00062","Assistant - Supply Chain & Logistics","Supply Chain & Logistics","G4","Staff","BLD-101374","Layla Ahmed","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-100064","EMP000063","Anita Kapoor","Anita","Female","Egyptian","1972-06-08","51","Single","Terminated","Temporary","Full Time","2010-11-18","2011-02-16","2023-08-22","End of Contract - Not Renewed by Employee","12.8","Baladna Egypt","Corporate","Finance","Corporate","Finance - Section 2","CC-502","POS-00063","Operator - Finance","Finance","G2","Staff","BLD-100795","Hassan Reyes","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-100065","EMP000064","Cherry Ibrahim","Cherry","Female","Nepali","1977-08-17","45","Married","Terminated","Contract","Full Time","2020-10-24","2021-01-22","2023-02-03","Termination - Disciplinary","2.3","Baladna Q.P.S.C. (Qatar)","Commercial","Marketing","Commercial","Marketing - Section 1","CC-916","POS-00064","Assistant - Marketing","Marketing","G4","Staff","BLD-100097","Juan Sharma","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-100066","EMP000065","Prakash Ibrahim","Prakash","Male","Jordanian","1978-12-20","47","Married","Active","Permanent","Full Time","2010-03-01","2010-05-30",,,"15.8","Baladna Egypt","Corporate","Finance","Corporate","Finance - Section 1","CC-502","POS-00065","Supervisor - Finance","Finance","G7","Supervisory","BLD-101328","Ali Ahmed","10th of Ramadan City Site","Egypt","10th of Ramadan City","Expatriate"
"BLD-100067","EMP000066","Ramesh Ibrahim","Ramesh","Male","Filipino","1974-02-18","49","Married","Terminated","Permanent","Full Time","2017-05-31","2017-08-29","2023-03-01","Contract Non-Renewal - Company Decision","5.7","Baladna Q.P.S.C. (Qatar)","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 1","CC-310","POS-00066","Coordinator - Sales & Distribution","Sales & Distribution","G1","Staff","BLD-100227","Bishnu Al-Marri","Doha Site","Qatar","Doha","Expatriate"
"BLD-100068","EMP000067","Bishnu Kapoor","Bishnu","Male","Indian","1966-03-26","59","Married","Active","Contract","Full Time","2011-02-13","2011-05-14",,,"14.9","Baladna Q.P.S.C. (Qatar)","Corporate","People & Culture","Corporate","People & Culture - Section 3","CC-310","POS-00067","Team Lead - People & Culture","People & Culture","G7","Supervisory","BLD-101274","Khalid Santos","Doha Site","Qatar","Doha","Expatriate"
"BLD-100069","EMP000068","Kavita Al-Kuwari","Kavita","Female","Nepali","1975-03-26","50","Married","Active","Permanent","Full Time","2010-04-26","2010-07-25",,,"15.7","Baladna Q.P.S.C. (Qatar)","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 1","CC-310","POS-00068","Specialist - Sales & Distribution","Sales & Distribution","G6","Supervisory","BLD-101446","Khalid Sharma","Doha Site","Qatar","Doha","Expatriate"
"BLD-100070","EMP000069","Anita El-Sayed","Anita","Female","Sudanese","1994-06-17","31","Single","Active","Permanent","Full Time","2017-08-15","2017-11-13",,,"8.4","Baladna Egypt","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 1","CC-564","POS-00069","Team Lead - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G8","Supervisory","BLD-101220","Aisha Malik","10th of Ramadan City Site","Egypt","10th of Ramadan City","Expatriate"
"BLD-100071","EMP000070","Rajesh Gurung","Rajesh","Male","Egyptian","1970-03-04","55","Married","Active","Permanent","Full Time","2019-12-20","2020-03-19",,,"6","Baladna Egypt","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 2","CC-310","POS-00070","Senior Officer - Sales & Distribution","Sales & Distribution","G9","Supervisory","BLD-100676","Suresh Iqbal","Cairo Site","Egypt","Cairo","Local"
"BLD-100072","EMP000071","Jose Reyes","Jose","Male","Egyptian","1981-11-07","44","Single","Active","Contract","Full Time","2017-08-23","2017-11-21",,,"8.4","Baladna Egypt","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 1","CC-370","POS-00071","Senior Technician - Supply Chain & Logistics","Supply Chain & Logistics","G9","Supervisory","BLD-100338","Sanjay Devi","Alexandria Site","Egypt","Alexandria","Local"
"BLD-100073","EMP000072","Krishna Sharma","Krishna","Male","Filipino","1960-04-09","65","Married","Active","Permanent","Full Time","2014-01-04","2014-04-04",,,"12","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 3","CC-662","POS-00072","Senior Technician - Farm Operations","Farm Operations","G8","Supervisory","BLD-100724","Mohamed El-Sayed","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-100074","EMP000073","Anita Baig","Anita","Female","Sri Lankan","1982-02-16","41","Single","Terminated","Permanent","Full Time","2011-03-18","2011-06-16","2023-11-17","Resignation - Better Opportunity","12.7","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 1","CC-637","POS-00073","Operator - Procurement","Procurement","G5","Staff","BLD-101376","Joy Reyes","Doha Site","Qatar","Doha","Expatriate"
"BLD-100075","EMP000074","Mohamed Hassan","Mohamed","Male","Egyptian","1967-04-23","58","Married","Active","Permanent","Full Time","2017-03-12","2017-06-10",,,"8.8","Baladna Egypt","Operations","Production","Operations","Production - Section 3","CC-956","POS-00074","Officer - Production","Production","G1","Staff","BLD-101217","Manoj Youssef","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-100076","EMP000075","Waleed El-Sayed","Waleed","Male","Nepali","1967-02-21","57","Single","Terminated","Permanent","Full Time","2020-03-10","2020-06-08","2025-02-01","Resignation - Better Opportunity","4.9","Baladna Q.P.S.C. (Qatar)","Commercial","Marketing","Commercial","Marketing - Section 3","CC-916","POS-00075","Technician - Marketing","Marketing","G2","Staff","BLD-101124","Nadia Iqbal","Doha Site","Qatar","Doha","Expatriate"
"BLD-100077","EMP000076","Krishna Chowdhury","Krishna","Male","Egyptian","1987-04-20","37","Married","Terminated","Permanent","Full Time","2017-09-30","2017-12-29","2024-07-13","Resignation - Better Opportunity","6.8","Baladna Egypt","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 2","CC-564","POS-00076","Supervisor - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G7","Supervisory","BLD-100714","Sameer Al-Sayed","Alexandria Site","Egypt","Alexandria","Local"
"BLD-100078","EMP000077","Vikram Reyes","Vikram","Male","Bangladeshi","1990-07-05","32","Married","Terminated","Permanent","Full Time","2014-11-12","2015-02-10","2023-04-25","Resignation - Relocation","8.4","Baladna Q.P.S.C. (Qatar)","Operations","Engineering & Maintenance","Operations","Engineering & Maintenance - Section 3","CC-178","POS-00077","Associate - Engineering & Maintenance","Engineering & Maintenance","G3","Staff","BLD-101253","Yasmin Fernandes","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100079","EMP000078","Hind Al-Kuwari","Hind","Female","Filipino","1987-06-16","35","Single","Terminated","Permanent","Full Time","2014-07-09","2014-10-07","2023-06-01","Resignation - Better Opportunity","8.9","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 1","CC-637","POS-00078","Assistant - Procurement","Procurement","G1","Staff","BLD-100150","Hari Hassan","Doha Site","Qatar","Doha","Expatriate"
"BLD-100080","EMP000079","Ramesh Santos","Ramesh","Male","Egyptian","1969-08-12","53","Married","Terminated","Contract","Full Time","2021-10-06","2022-01-04","2023-03-16","Resignation - Personal Reasons","1.4","Baladna Egypt","Operations","Production","Operations","Production - Section 2","CC-956","POS-00079","Assistant - Production","Production","G3","Staff","BLD-100269","Faisal Ibrahim","Cairo Site","Egypt","Cairo","Local"
"BLD-100081","EMP000080","Rina Cruz","Rina","Female","Egyptian","1987-01-09","36","Married","Terminated","Permanent","Full Time","2021-03-15","2021-06-13","2023-10-20","End of Contract - Not Renewed by Employee","2.6","Baladna Egypt","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 2","CC-564","POS-00080","Assistant - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G1","Staff","BLD-101255","Sara Al-Marri","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-100082","EMP000081","Juan Rai","Juan","Male","Egyptian","1965-02-22","60","Married","Active","Permanent","Full Time","2019-01-24","2019-04-24",,,"6.9","Baladna Q.P.S.C. (Qatar)","Corporate","Corporate & Executive Office","Corporate","Corporate & Executive Office - Section 3","CC-577","POS-00081","Associate - Corporate & Executive Office","Corporate & Executive Office","G3","Staff","BLD-100992","Rakesh Islam","Doha Site","Qatar","Doha","Expatriate"
"BLD-100083","EMP000082","Ali Al-Kuwari","Ali","Male","Egyptian","1971-05-09","54","Single","Active","Permanent","Full Time","2010-11-13","2011-02-11",,,"15.1","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 1","CC-637","POS-00082","Specialist - Procurement","Procurement","G7","Supervisory","BLD-100850","Arjun Hassan","Doha Site","Qatar","Doha","Expatriate"
"BLD-100084","EMP000083","Noor Pereira","Noor","Female","Bangladeshi","1958-01-18","65","Married","Terminated","Contract","Full Time","2012-10-22","2013-01-20","2023-12-12","End of Contract - Not Renewed by Employee","11.1","Baladna Q.P.S.C. (Qatar)","Corporate","Finance","Corporate","Finance - Section 3","CC-502","POS-00083","Senior Technician - Finance","Finance","G6","Supervisory","BLD-100799","Omar Thapa","Doha Site","Qatar","Doha","Expatriate"
"BLD-100085","EMP000084","Vikram Devi","Vikram","Male","Filipino","1968-12-09","55","Married","Terminated","Permanent","Full Time","2015-08-02","2015-10-31","2024-06-08","End of Contract - Not Renewed by Employee","8.9","Baladna Q.P.S.C. (Qatar)","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 2","CC-370","POS-00084","Officer - Supply Chain & Logistics","Supply Chain & Logistics","G1","Staff","BLD-101201","Santosh Devi","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100086","EMP000085","Sameer Al-Marri","Sameer","Male","Egyptian","1995-02-11","30","Married","Active","Permanent","Part Time","2019-09-09","2019-12-08",,,"6.3","Baladna Egypt","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 1","CC-564","POS-00085","Senior Manager - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G10","Managerial","BLD-101128","Rakesh Cruz","Alexandria Site","Egypt","Alexandria","Local"
"BLD-100087","EMP000086","Anil Hassan","Anil","Male","Indian","1997-12-15","28","Married","Active","Permanent","Full Time","2017-06-07","2017-09-05",,,"8.6","Baladna Q.P.S.C. (Qatar)","Operations","R&D","Operations","R&D - Section 1","CC-118","POS-00086","Assistant Manager - R&D","R&D","G10","Managerial","BLD-101509","Suresh Reyes","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100088","EMP000087","Prakash Khan","Prakash","Male","Indian","1978-12-06","47","Married","Active","Temporary","Full Time","2015-05-08","2015-08-06",,,"10.7","Baladna Q.P.S.C. (Qatar)","Commercial","Marketing","Commercial","Marketing - Section 2","CC-916","POS-00087","Technician - Marketing","Marketing","G3","Staff","BLD-101179","Vikram Ahmed","Doha Site","Qatar","Doha","Expatriate"
"BLD-100089","EMP000088","Aisha Cruz","Aisha","Female","Sudanese","1973-07-09","50","Married","Terminated","Permanent","Full Time","2017-04-15","2017-07-14","2024-04-13","Termination - Performance","7","Baladna Q.P.S.C. (Qatar)","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 1","CC-370","POS-00088","Associate - Supply Chain & Logistics","Supply Chain & Logistics","G1","Staff","BLD-101092","Prakash Kapoor","Doha Site","Qatar","Doha","Expatriate"
"BLD-100090","EMP000089","Prakash Islam","Prakash","Male","Egyptian","1983-04-22","42","Single","Active","Temporary","Full Time","2013-07-21","2013-10-19",,,"12.4","Baladna Egypt","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 1","CC-370","POS-00089","Officer - Supply Chain & Logistics","Supply Chain & Logistics","G1","Staff","BLD-100072","Jose Reyes","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-100091","EMP000090","Hari Chowdhury","Hari","Male","Egyptian","1959-03-27","66","Married","Active","Permanent","Full Time","2010-04-27","2010-07-26",,,"15.7","Baladna Egypt","Corporate","Finance","Corporate","Finance - Section 1","CC-502","POS-00090","Operator - Finance","Finance","G5","Staff","BLD-100762","Juan Mendoza","Cairo Site","Egypt","Cairo","Local"
"BLD-100092","EMP000091","Ali Gurung","Ali","Male","Egyptian","1963-03-08","62","Single","Terminated","Permanent","Full Time","2013-07-13","2013-10-11","2025-12-23","End of Contract - Not Renewed by Employee","12.4","Baladna Egypt","Operations","Production","Operations","Production - Section 1","CC-956","POS-00091","Operator - Production","Production","G1","Staff","BLD-100616","Tariq Youssef","Cairo Site","Egypt","Cairo","Local"
"BLD-100093","EMP000092","Bishnu Iqbal","Bishnu","Male","Egyptian","1979-08-24","46","Married","Active","Permanent","Full Time","2020-04-08","2020-07-07",,,"5.7","Baladna Q.P.S.C. (Qatar)","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 2","CC-370","POS-00092","Specialist - Supply Chain & Logistics","Supply Chain & Logistics","G9","Supervisory","BLD-100403","Khalid Ibrahim","Doha Site","Qatar","Doha","Expatriate"
"BLD-100094","EMP000093","Bikram Youssef","Bikram","Male","Nepali","1970-03-21","53","Single","Terminated","Contract","Full Time","2018-08-10","2018-11-08","2023-09-21","Resignation - Relocation","5.1","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 1","CC-637","POS-00093","Team Lead - Procurement","Procurement","G7","Supervisory","BLD-100850","Arjun Hassan","Doha Site","Qatar","Doha","Expatriate"
"BLD-100095","EMP000094","Krishna El-Sayed","Krishna","Male","Filipino","1976-03-07","49","Married","Active","Permanent","Part Time","2016-04-12","2016-07-11",,,"9.7","Baladna Q.P.S.C. (Qatar)","Operations","Engineering & Maintenance","Operations","Engineering & Maintenance - Section 1","CC-178","POS-00094","Coordinator - Engineering & Maintenance","Engineering & Maintenance","G1","Staff","BLD-100243","Hassan Youssef","Doha Site","Qatar","Doha","Expatriate"
"BLD-100096","EMP000095","Anil Thapa","Anil","Male","Nepali","1982-05-12","43","Married","Active","Temporary","Full Time","2012-07-18","2012-10-16",,,"13.5","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 1","CC-637","POS-00095","Senior Technician - Procurement","Procurement","G9","Supervisory","BLD-101045","Dalia Gurung","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100097","EMP000096","Juan Sharma","Juan","Male","Indian","1967-03-25","58","Single","Active","Permanent","Full Time","2013-05-15","2013-08-13",,,"12.6","Baladna Q.P.S.C. (Qatar)","Commercial","Marketing","Commercial","Marketing - Section 2","CC-916","POS-00096","Supervisor - Marketing","Marketing","G6","Supervisory","BLD-100140","Sunita Rai","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100098","EMP000097","Manoj Gurung","Manoj","Male","Egyptian","1987-04-07","36","Single","Terminated","Permanent","Full Time","2020-05-06","2020-08-04","2023-04-23","Resignation - Better Opportunity","3","Baladna Egypt","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 2","CC-564","POS-00097","Coordinator - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G4","Staff","BLD-100907","Dalia Baig","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-100099","EMP000098","Deepak Cruz","Deepak","Male","Egyptian","1977-05-11","46","Single","Terminated","Permanent","Full Time","2013-03-23","2013-06-21","2024-01-06","Resignation - Personal Reasons","10.8","Baladna Egypt","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 2","CC-310","POS-00098","Associate - Sales & Distribution","Sales & Distribution","G2","Staff","BLD-101227","Arjun Fernandes","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-100100","EMP000099","Tariq Islam","Tariq","Male","Egyptian","1975-08-12","49","Married","Terminated","Permanent","Full Time","2011-04-11","2011-07-10","2024-11-21","Resignation - Personal Reasons","13.6","Baladna Egypt","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 2","CC-310","POS-00099","Manager - Sales & Distribution","Sales & Distribution","G10","Managerial","BLD-100036","Waleed Gurung","Alexandria Site","Egypt","Alexandria","Local"
